Action;Type;DoType;DoEntete;DE_No;DoDomaine;AR_Ref;Qte;Prix;Remise;Montant;Date
ajout_ligne;Artstock;;;4;;120238;4.000000;;;5210.260000;2019-06-01 01:52:06
ajout_ligne;Artstock;;;4;;120238;1.000000;;;1302.550000;2019-06-01 01:52:06
ajout_ligne;;23;MT0002065;3;2;120238;3.00;485.97;0;1457.91;2019-06-01 01:52:07
ajout_ligne;Artstock;;;3;;120238;17.000000;;;8261.400000;2019-06-01 01:52:07
ajout_ligne;Artstock;;;3;;120238;20.000000;;;9719.280000;2019-06-01 01:52:07
ajout_ligne;;23;MT0002066;3;2;120238;3.00;485.96;0;1457.88;2019-06-01 11:13:33;
ajout_ligne;Artstock;;;3;;120238;17.000000;;;8261.400000;2019-06-01 11:13:33;
ajout_ligne;Artstock;;;3;;120238;14.000000;;;6803.520000;2019-06-01 11:13:34;
ajout_ligne;;23;MT0002066;3;2;120238;3.00;485.96;0;1457.88;2019-06-01 11:13:34;
ajout_ligne;Artstock;;;4;;120238;3.000000;;;1911.340000;2019-06-01 11:13:34;
ajout_ligne;Artstock;;;4;;120238;6.000000;;;3822.670000;2019-06-01 11:13:34;
suppresion;Artstock;;;4;;120238;6.000000;;;3550.590000;2019-06-01 11:16:57;
suppresion;;23;MT0002066;4;2;120238;3.000000;485.960000;;1457.880000;2019-06-01 11:16:57;
suppresion;Artstock;;;4;;120238;9.000000;;;5008.470000;2019-06-01 11:16:57;
suppresion;Artstock;;;3;;120238;14.000000;;;6803.520000;2019-06-01 11:16:57;
suppresion;;23;MT0002066;3;2;120238;-3;485.960000;;1457.880000;2019-06-01 11:16:57;
suppresion;Artstock;;;3;;120238;11.000000;;;8261.400000;2019-06-01 11:16:57;
suppresion;Artstock;;;3;;120238;14.000000;;;6803.520000;2019-06-01 11:44:47;
suppresion;;23;MT0002066;3;2;120238;-3;485.960000;;1457.880000;2019-06-01 11:44:47;
suppresion;Artstock;;;3;;120238;11.000000;;;8261.400000;2019-06-01 11:44:47;
suppresion;Artstock;;;4;;120238;6.000000;;;3572.950000;2019-06-01 11:44:47;
suppresion;;23;MT0002066;4;2;120238;3.000000;553.870000;;1661.610000;2019-06-01 11:44:47;
suppresion;Artstock;;;4;;120238;9.000000;;;5234.560000;2019-06-01 11:44:47;
ajout_ligne;;23;MT0002066;3;2;120238;3.00;485.96;0;1457.88;2019-06-01 11:53:49;
ajout_ligne;Artstock;;;3;;120238;17.000000;;;8261.400000;2019-06-01 11:53:49;
ajout_ligne;Artstock;;;3;;120238;14.000000;;;6803.510000;2019-06-01 11:53:49;
ajout_ligne;;23;MT0002066;3;2;120238;3.00;553.87;0;1661.61;2019-06-01 11:53:50;
ajout_ligne;Artstock;;;4;;120238;3.000000;;;1911.340000;2019-06-01 11:53:50;
ajout_ligne;Artstock;;;4;;120238;6.000000;;;3572.950000;2019-06-01 11:53:50;
suppresion;Artstock;;;3;;120238;14.000000;;;6803.520000;2019-06-01 11:56:27;
suppresion;;23;MT0002066;3;2;120238;3.000000;485.960000;;1457.880000;2019-06-01 11:56:27;
suppresion;Artstock;;;3;;120238;17.000000;;;8261.400000;2019-06-01 11:56:27;
suppresion;Artstock;;;4;;120238;6.000000;;;3672.840000;2019-06-01 11:56:27;
suppresion;;23;MT0002066;4;2;120238;-3;553.870000;;1661.610000;2019-06-01 11:56:27;
suppresion;Artstock;;;4;;120238;3.000000;;;5334.450000;2019-06-01 11:56:27;
ajout_ligne;Devis;0;DEB000112;9;0;INT-ETA-ENC-10X250;10.;4750.00;;4750.00;2019-06-01 16:41:41;
ajout_ligne;Vente;6;FRVB00196;9;0;4896G;10.;3563.00;;3563.00;2019-06-01 16:46:59;
ajout_ligne;Artstock;;;9;;4896G;10.000000;;;12159.400000;2019-06-01 16:46:59;
ajout_ligne;Artstock;;;4;;Z181D;30.000000;;;35848.800000;2019-06-01 16:50:22;
ajout_ligne;Achat;16;FAA000601;4;1;Z181D;10.;1194.96;;1194.96;2019-06-01 16:50:22;
ajout_ligne;Artstock;;;4;;Z181D;40.000000;;;47798.400000;2019-06-01 16:50:22;
ajout_ligne;Artstock;;;1;;764606;200.000000;;;230502.000000;2019-06-04 23:09:20;
ajout_ligne;Vente;6;FVSI02637;1;0;764606;10.;2250.00;;2250.00;2019-06-04 23:09:20;
ajout_ligne;Artstock;;;1;;764606;190.000000;;;218976.900000;2019-06-04 23:09:20;
modif_ligne;Artstock;;;1;;764606;190.000000;;;218976.900000;2019-06-04 23:15:29;
modif_ligne;Vente;6;FVSI02637;1;0;764606;10.00;1000.;;1000.;2019-06-04 23:15:29;
modif_ligne;Artstock;;;1;;764606;190.000000;;;218976.900000;2019-06-04 23:15:29;
modif_ligne;Artstock;;;1;;764606;190.000000;;;218976.900000;2019-06-04 23:16:58;
modif_ligne;Vente;6;FVSI02637;1;0;764606;10.00;10003.00;;10003.00;2019-06-04 23:16:58;
modif_ligne;Artstock;;;1;;764606;190.000000;;;218976.900000;2019-06-04 23:16:58;
ajout_ligne;;23;MT0002483;9;2;4896G;1.00;1215.94;0;1215.94;2019-06-05 00:14:15;
ajout_ligne;Artstock;;;9;;4896G;10.000000;;;12159.400000;2019-06-05 00:14:15;
ajout_ligne;Artstock;;;9;;4896G;9.000000;;;10943.460000;2019-06-05 00:14:15;
ajout_ligne;;23;MT0002483;9;2;4896G;1.00;1215.94;0;1215.94;2019-06-05 00:14:15;
ajout_ligne;Artstock;;;1;;4896G;530.000000;;;1619255.200000;2019-06-05 00:14:15;
ajout_ligne;Artstock;;;1;;4896G;531.000000;;;1620471.140000;2019-06-05 00:14:15;
ajout_ligne;Artstock;;;6;;YT1952;1.000000;;;5000.000000;2019-06-05 19:46:35;
ajout_ligne;Vente;6;FVB003854;6;0;YT1952;1.;6400.00;;6400.00;2019-06-05 19:46:35;
ajout_ligne;Artstock;;;6;;YT1952;.000000;;;.000000;2019-06-05 19:46:35;
Règlement;;;;;;;;;;6400.00;2019-06-06 06:43:30;
ajout_ligne;;23;MT0002487;7;2;34389;10.00;3463;0;34630;2019-06-10 08:27:46;
ajout_ligne;Artstock;;;7;;34389;214.000000;;;741082.000000;2019-06-10 08:27:46;
ajout_ligne;Artstock;;;7;;34389;204.000000;;;706452.000000;2019-06-10 08:27:46;
ajout_ligne;;23;MT0002487;7;2;34389;10.00;3463;0;34630;2019-06-10 08:27:46;
ajout_ligne;Artstock;;;3;;34389;226.000000;;;972928.710000;2019-06-10 08:27:46;
ajout_ligne;Artstock;;;3;;34389;236.000000;;;1007558.710000;2019-06-10 08:27:46;
ajout_ligne;Artstock;;;1;;764606;190.000000;;;218976.900000;2019-06-10 11:18:17;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;10.;2250.00;;2250.00;2019-06-10 11:18:17;
ajout_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:18:17;
modif_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:18:30;
modif_ligne;Vente;6;FVSI02639;1;0;764606;10.00;2250.00;;2250.00;2019-06-10 11:18:30;
modif_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:18:30;
modif_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:18:39;
modif_ligne;Vente;6;FVSI02639;1;0;764606;10.00;2250.00;;2250.00;2019-06-10 11:18:39;
modif_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:18:39;
modif_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:27:35;
modif_ligne;Vente;6;FVSI02639;1;0;764606;10.00;2250.00;;2250.00;2019-06-10 11:27:35;
modif_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:27:35;
ajout_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:27:47;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;2.;4275.00;;4275.00;2019-06-10 11:27:47;
ajout_ligne;Artstock;;;1;;764606;178.000000;;;205146.780000;2019-06-10 11:27:47;
modif_ligne;Artstock;;;1;;764606;178.000000;;;205146.780000;2019-06-10 11:27:57;
modif_ligne;Vente;6;FVSI02639;1;0;764606;10.00;2250.00;;2250.00;2019-06-10 11:27:57;
modif_ligne;Artstock;;;1;;764606;178.000000;;;205146.780000;2019-06-10 11:27:57;
ajout_ligne;Artstock;;;1;;764606;178.000000;;;205146.780000;2019-06-10 11:28:17;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;20.;9500.00;;9500.00;2019-06-10 11:28:17;
ajout_ligne;Artstock;;;1;;764606;158.000000;;;182096.580000;2019-06-10 11:28:18;
suppression;Artstock;;;1;;764606;158.000000;;;182096.580000;2019-06-10 11:30:48;
suppresion;Vente;6;FVSI02639;1;0;764606;2.000000;4275.000000;;8550.000000;2019-06-10 11:30:48;
suppression;Artstock;;;1;;764606;160.000000;;;184401.600000;2019-06-10 11:30:48;
suppression;Artstock;;;1;;764606;160.000000;;;184401.600000;2019-06-10 11:30:50;
suppresion;Vente;6;FVSI02639;1;0;764606;20.000000;9500.000000;;190000.000000;2019-06-10 11:30:50;
suppression;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:30:50;
modif_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:30:56;
modif_ligne;Vente;6;FVSI02639;1;0;764606;10.00;2250.00;;2250.00;2019-06-10 11:30:56;
modif_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:30:56;
ajout_ligne;Artstock;;;1;;764606;180.000000;;;207451.800000;2019-06-10 11:31:01;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;10.;9500.00;;9500.00;2019-06-10 11:31:01;
ajout_ligne;Artstock;;;1;;764606;170.000000;;;195926.700000;2019-06-10 11:31:01;
ajout_ligne;Artstock;;;1;;764606;170.000000;;;195926.700000;2019-06-10 11:32:59;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;10.;950.00;;950.00;2019-06-10 11:32:59;
ajout_ligne;Artstock;;;1;;764606;160.000000;;;184401.600000;2019-06-10 11:32:59;
ajout_ligne;Artstock;;;1;;764606;160.000000;;;184401.600000;2019-06-10 11:33:48;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;1.;950.00;;950.00;2019-06-10 11:33:48;
ajout_ligne;Artstock;;;1;;764606;159.000000;;;183249.090000;2019-06-10 11:33:48;
ajout_ligne;Artstock;;;1;;764606;159.000000;;;183249.090000;2019-06-10 11:35:31;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;1.;950.00;;950.00;2019-06-10 11:35:31;
ajout_ligne;Artstock;;;1;;764606;158.000000;;;182096.580000;2019-06-10 11:35:31;
modif_ligne;Artstock;;;1;;764606;158.000000;;;182096.580000;2019-06-10 11:39:44;
modif_ligne;Vente;6;FVSI02639;1;0;764606;4.;9500.00;;9500.00;2019-06-10 11:39:44;
modif_ligne;Artstock;;;1;;764606;164.000000;;;189011.640000;2019-06-10 11:39:44;
ajout_ligne;Artstock;;;1;;764606;164.000000;;;189011.640000;2019-06-10 11:39:52;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;20.;420.00;;420.00;2019-06-10 11:39:52;
ajout_ligne;Artstock;;;1;;764606;144.000000;;;165961.440000;2019-06-10 11:39:52;
ajout_ligne;Artstock;;;1;;764606;144.000000;;;165961.440000;2019-06-10 11:40:04;
ajout_ligne;Vente;6;FVSI02639;1;0;764606;1.;2850.00;;2850.00;2019-06-10 11:40:04;
ajout_ligne;Artstock;;;1;;764606;143.000000;;;164808.930000;2019-06-10 11:40:04;
suppression;Artstock;;;1;;764606;143.000000;;;164808.930000;2019-06-10 11:41:25;
suppresion;Vente;6;FVSI02639;1;0;764606;4.000000;9500.000000;;38000.000000;2019-06-10 11:41:25;
suppression;Artstock;;;1;;764606;147.000000;;;169418.970000;2019-06-10 11:41:25;
suppression;Artstock;;;1;;764606;147.000000;;;169418.970000;2019-06-10 11:41:28;
suppresion;Vente;6;FVSI02639;1;0;764606;10.000000;950.000000;;9500.000000;2019-06-10 11:41:28;
suppression;Artstock;;;1;;764606;157.000000;;;180944.070000;2019-06-10 11:41:28;
suppression;Artstock;;;1;;764606;157.000000;;;180944.070000;2019-06-10 11:41:30;
suppresion;Vente;6;FVSI02639;1;0;764606;1.000000;950.000000;;950.000000;2019-06-10 11:41:30;
suppression;Artstock;;;1;;764606;158.000000;;;182096.580000;2019-06-10 11:41:30;
suppression;Artstock;;;1;;764606;158.000000;;;182096.580000;2019-06-10 11:41:32;
suppresion;Vente;6;FVSI02639;1;0;764606;10.000000;2250.000000;;22500.000000;2019-06-10 11:41:32;
suppression;Artstock;;;1;;764606;168.000000;;;193621.680000;2019-06-10 11:41:32;
suppression;Artstock;;;1;;764606;168.000000;;;193621.680000;2019-06-10 11:41:35;
suppresion;Vente;6;FVSI02639;1;0;764606;1.000000;950.000000;;950.000000;2019-06-10 11:41:35;
suppression;Artstock;;;1;;764606;169.000000;;;194774.190000;2019-06-10 11:41:35;
suppression;Artstock;;;1;;764606;169.000000;;;194774.190000;2019-06-10 11:41:38;
suppresion;Vente;6;FVSI02639;1;0;764606;20.000000;420.000000;;8400.000000;2019-06-10 11:41:38;
suppression;Artstock;;;1;;764606;189.000000;;;217824.390000;2019-06-10 11:41:38;
ajout_ligne;Artstock;;;1;;Z181D;4.000000;;;4779.840000;2019-06-10 11:41:48;
ajout_ligne;Vente;6;FVSI02639;1;0;Z181D;1.;4275.00;;4275.00;2019-06-10 11:41:48;
ajout_ligne;Artstock;;;1;;Z181D;3.000000;;;3584.880000;2019-06-10 11:41:48;
modif_ligne;Artstock;;;1;;Z181D;3.000000;;;3584.880000;2019-06-10 11:42:04;
modif_ligne;Vente;6;FVSI02639;1;0;Z181D;1.00;4275.00;;4275.00;2019-06-10 11:42:04;
modif_ligne;Artstock;;;1;;Z181D;3.000000;;;3584.880000;2019-06-10 11:42:04;
ajout_ligne;Artstock;;;1;;Z181D;3.000000;;;3584.880000;2019-06-10 11:42:09;
ajout_ligne;Vente;6;FVSI02639;1;0;Z181D;1.;2850.00;;2850.00;2019-06-10 11:42:09;
ajout_ligne;Artstock;;;1;;Z181D;2.000000;;;2389.920000;2019-06-10 11:42:09;
ajout_ligne;Artstock;;;1;;34388;210.000000;;;1091888.700000;2019-06-10 11:43:23;
ajout_ligne;Vente;6;FVSI02639;1;0;34388;1.;9500.00;;9500.00;2019-06-10 11:43:23;
ajout_ligne;Artstock;;;1;;34388;209.000000;;;1086689.230000;2019-06-10 11:43:23;
modif_ligne;Artstock;;;1;;34388;209.000000;;;1086689.230000;2019-06-10 11:44:00;
modif_ligne;Vente;6;FVSI02639;1;0;34388;1.00;9500.00;;9500.00;2019-06-10 11:44:00;
modif_ligne;Artstock;;;1;;34388;209.000000;;;1086689.230000;2019-06-10 11:44:00;
ajout_ligne;Artstock;;;1;;601113;115.000000;;;792925.000000;2019-06-10 11:44:06;
ajout_ligne;Vente;6;FVSI02639;1;0;601113;1.;14000.00;;14000.00;2019-06-10 11:44:06;
ajout_ligne;Artstock;;;1;;601113;114.000000;;;786030.000000;2019-06-10 11:44:07;
modif_ligne;Artstock;;;1;;601113;114.000000;;;786030.000000;2019-06-10 11:44:24;
modif_ligne;Vente;6;FVSI02639;1;0;601113;5.00;14000.00;;14000.00;2019-06-10 11:44:25;
modif_ligne;Artstock;;;1;;601113;110.000000;;;758450.000000;2019-06-10 11:44:25;
Règlement;;;;;;;;;;89475.00;2019-06-10 13:01:37;
ajout_ligne;Artstock;;;1;;INT-ETA-ENC-10X250;20.000000;;;75000.000000;2019-06-10 15:57:29;
ajout_ligne;Achat;16;FAM000023;1;1;INT-ETA-ENC-10X250;10.;1500.00;;1500.00;2019-06-10 15:57:29;
ajout_ligne;Artstock;;;1;;INT-ETA-ENC-10X250;30.000000;;;90000.000000;2019-06-10 15:57:29;
modif_ligne;Artstock;;;1;;INT-ETA-ENC-10X250;30.000000;;;90000.000000;2019-06-10 15:57:34;
modif_ligne;Achat;16;FAM000023;1;1;INT-ETA-ENC-10X250;10.00;1500.00;;1500.00;2019-06-10 15:57:34;
modif_ligne;Artstock;;;1;;INT-ETA-ENC-10X250;30.000000;;;90000.000000;2019-06-10 15:57:35;
ajout_ligne;Artstock;;;1;;GOUL-ING-M4016;630.000000;;;528299.100000;2019-06-10 15:57:40;
ajout_ligne;Achat;16;FAM000023;1;1;GOUL-ING-M4016;20.;838.57;;838.57;2019-06-10 15:57:40;
ajout_ligne;Artstock;;;1;;GOUL-ING-M4016;650.000000;;;545070.500000;2019-06-10 15:57:40;
ajout_ligne;Artstock;;;2;;638172;10.000000;;;3302.400000;2019-06-11 13:30:15;
ajout_ligne;Vente;6;FVSI02645;2;0;638172;2.;1500.00;;1500.00;2019-06-11 13:30:15;
ajout_ligne;Artstock;;;2;;638172;8.000000;;;2641.920000;2019-06-11 13:30:15;
suppression;Artstock;;;2;;638172;8.000000;;;2641.920000;2019-06-11 13:30:19;
suppresion;Vente;6;FVSI02645;2;0;638172;2.000000;1257.860000;;3000.000000;2019-06-11 13:30:19;
suppression;Artstock;;;2;;638172;10.000000;;;3302.400000;2019-06-11 13:30:19;
ajout_ligne;Artstock;;;2;;LGR_60625;29.000000;;;263990.650000;2019-06-11 13:30:24;
ajout_ligne;Vente;6;FVSI02645;2;0;LGR_60625;10.;12000.00;;12000.00;2019-06-11 13:30:24;
ajout_ligne;Artstock;;;2;;LGR_60625;19.000000;;;172959.390000;2019-06-11 13:30:24;
suppression;Artstock;;;2;;LGR_60625;19.000000;;;172959.390000;2019-06-11 13:30:29;
suppresion;Vente;6;FVSI02645;2;0;LGR_60625;10.000000;10062.890000;;120000.000000;2019-06-11 13:30:29;
suppression;Artstock;;;2;;LGR_60625;29.000000;;;263990.690000;2019-06-11 13:30:29;
ajout_ligne;Artstock;;;12;;34389;99.000000;;;342839.970000;2019-06-11 21:14:16;
ajout_ligne;Vente;6;FVK000304;12;0;34389;10.;5000.00;;5000.00;2019-06-11 21:14:16;
ajout_ligne;Artstock;;;12;;34389;89.000000;;;308209.670000;2019-06-11 21:14:17;
ajout_ligne;Artstock;;;1;;782132;500.000000;;;320995.000000;2019-06-11 22:16:29;
ajout_ligne;Vente;6;FVSI02647;1;0;782132;10.;950.00;;950.00;2019-06-11 22:16:29;
ajout_ligne;Artstock;;;1;;782132;490.000000;;;314575.100000;2019-06-11 22:16:29;
suppression;Artstock;;;1;;782132;490.000000;;;314575.100000;2019-06-11 22:16:37;
suppresion;Vente;6;FVSI02647;1;0;782132;10.000000;950.000000;;9500.000000;2019-06-11 22:16:37;
suppression;Artstock;;;1;;782132;500.000000;;;320995.000000;2019-06-11 22:16:37;
ajout_ligne;Artstock;;;1;;782132;500.000000;;;320995.000000;2019-06-11 22:18:36;
ajout_ligne;Vente;6;FVSI02649;1;0;782132;10.;950.00;;950.00;2019-06-11 22:18:36;
ajout_ligne;Artstock;;;1;;782132;490.000000;;;314575.100000;2019-06-11 22:18:36;
Règlement;;;;;;;;;;9500.00;2019-06-11 22:21:40;
ajout_ligne;Artstock;;;9;;4896G;9.000000;;;10943.460000;2019-06-12 07:08:19;
ajout_ligne;Vente;6;FVB003855;9;0;4896G;5.;3563.00;;3563.00;2019-06-12 07:08:19;
ajout_ligne;Artstock;;;9;;4896G;4.000000;;;4863.760000;2019-06-12 07:08:19;
ajout_ligne;Artstock;;;4;;638172;10.000000;;;3294.000000;2019-06-12 22:29:54;
ajout_ligne;Vente;6;FVA003883;4;0;638172;1.;1500.00;;1500.00;2019-06-12 22:29:54;
ajout_ligne;Artstock;;;4;;638172;9.000000;;;2964.600000;2019-06-12 22:29:54;
ajout_ligne;Artstock;;;4;;LGR-34215;151.000000;;;73042.170000;2019-06-12 22:30:03;
ajout_ligne;Vente;6;FVA003883;4;0;LGR-34215;10.00;1000.00;;1000.00;2019-06-12 22:30:03;
ajout_ligne;Artstock;;;4;;LGR-34215;141.000000;;;68204.940000;2019-06-12 22:30:04;
suppression;Artstock;;;4;;638172;9.000000;;;2964.600000;2019-06-12 23:17:40;
suppresion;Vente;6;FVA003883;4;0;638172;1.000000;1500.000000;;1500.000000;2019-06-12 23:17:40;
suppression;Artstock;;;4;;638172;10.000000;;;3294.000000;2019-06-12 23:17:40;
ajout_ligne;Artstock;;;4;;48946;4.000000;;;65438.760000;2019-06-12 23:23:13;
ajout_ligne;Vente;6;FVA003884;4;0;48946;1.;36500.00;;36500.00;2019-06-12 23:23:13;
ajout_ligne;Artstock;;;4;;48946;3.000000;;;49079.070000;2019-06-12 23:23:13;
ajout_ligne;Artstock;;;4;;10602;1.000000;;;1638.950000;2019-06-12 23:23:18;
ajout_ligne;Vente;6;FVA003884;4;0;10602;1.;4500.00;;4500.00;2019-06-12 23:23:18;
ajout_ligne;Artstock;;;4;;10602;.000000;;;.000000;2019-06-12 23:23:18;
suppression;Artstock;;;4;;48946;3.000000;;;49079.070000;2019-06-12 23:23:38;
suppresion;Vente;6;FVA003884;4;0;48946;1.000000;30607.970000;;36500.000000;2019-06-12 23:23:38;
suppression;Artstock;;;4;;48946;4.000000;;;65438.760000;2019-06-12 23:23:38;
ajout_ligne;Artstock;;;1;;764606;189.000000;;;217824.390000;2019-06-12 23:43:32;
ajout_ligne;Vente;6;FVSI02650;1;0;764606;10.;2250.00;;2250.00;2019-06-12 23:43:32;
ajout_ligne;Artstock;;;1;;764606;179.000000;;;206299.290000;2019-06-12 23:43:32;
modif_ligne;Artstock;;;1;;764606;179.000000;;;206299.290000;2019-06-12 23:43:43;
modif_ligne;Vente;6;FVSI02650;1;0;764606;4.00;2250.00;;2250.00;2019-06-12 23:43:43;
modif_ligne;Artstock;;;1;;764606;185.000000;;;213214.350000;2019-06-12 23:43:43;
ajout_ligne;;23;MT0002488;2;2;ANGEXT105X35;1.00;0;0;0;2019-06-14 06:15:52;
ajout_ligne;Artstock;;;2;;ANGEXT105X35;1.000000;;;.000000;2019-06-14 06:15:52;
ajout_ligne;Artstock;;;2;;ANGEXT105X35;.000000;;;.000000;2019-06-14 06:15:52;
ajout_ligne;;23;MT0002488;2;2;ANGEXT105X35;1.00;1000;0;1000;2019-06-14 06:15:52;
ajout_ligne;Artstock;;;7;;ANGEXT105X35;1.000000;;;1000.000000;2019-06-14 06:15:52;
ajout_ligne;;23;MT0002488;2;2;638171;5.00;330.24;0;1651.2;2019-06-14 06:16:04;
ajout_ligne;Artstock;;;2;;638171;10.000000;;;3302.400000;2019-06-14 06:16:04;
ajout_ligne;Artstock;;;2;;638171;5.000000;;;1651.200000;2019-06-14 06:16:04;
ajout_ligne;;23;MT0002488;2;2;638171;5.00;330.24;0;1651.2;2019-06-14 06:16:04;
ajout_ligne;Artstock;;;7;;638171;30.000000;;;9907.200000;2019-06-14 06:16:04;
ajout_ligne;Artstock;;;7;;638171;35.000000;;;11558.400000;2019-06-14 06:16:04;
ajout_ligne;Artstock;;;7;;ANGEXT105X35;1.000000;;;1000.000000;2019-06-14 06:18:16;
ajout_ligne;Vente;6;FVY003726;7;0;ANGEXT105X35;1.00;1000.;;1000.;2019-06-14 06:18:16;
ajout_ligne;Artstock;;;7;;ANGEXT105X35;.000000;;;.000000;2019-06-14 06:18:16;
Règlement;;;;;;;;;;1000.00;2019-06-14 06:23:41;
ajout_ligne;Artstock;;;1;;764606;185.000000;;;213214.350000;2019-06-15 15:58:53;
ajout_ligne;Vente;6;FVSI02650;1;0;764606;10.;2250.00;;2250.00;2019-06-15 15:58:53;
ajout_ligne;Artstock;;;1;;764606;175.000000;;;201689.250000;2019-06-15 15:58:53;
ajout_ligne;;23;MT0002491;4;2;16807;1.00;22798.99;0;22798.99;2019-06-15 17:14:08;
ajout_ligne;Artstock;;;4;;16807;18.000000;;;410381.820000;2019-06-15 17:14:08;
ajout_ligne;Artstock;;;4;;16807;17.000000;;;387582.830000;2019-06-15 17:14:08;
ajout_ligne;;23;MT0002491;4;2;4896G;1.00;607.97;0;607.97;2019-06-15 17:16:34;
ajout_ligne;Artstock;;;4;;4896G;100.000000;;;60797.000000;2019-06-15 17:16:34;
ajout_ligne;Artstock;;;4;;4896G;99.000000;;;60189.030000;2019-06-15 17:16:34;
ajout_ligne;;23;MT0002491;4;2;GOUL-ING-M6016;1.00;1284.44;0;1284.44;2019-06-15 17:20:39;
ajout_ligne;Artstock;;;4;;GOUL-ING-M6016;19.000000;;;24404.360000;2019-06-15 17:20:39;
ajout_ligne;Artstock;;;4;;GOUL-ING-M6016;18.000000;;;23119.920000;2019-06-15 17:20:39;
ajout_ligne;;23;MT0002492;7;2;LGR-34215;12.00;623.02;0;7476.22;2019-06-15 18:40:37;
ajout_ligne;Artstock;;;7;;LGR-34215;436.000000;;;271635.950000;2019-06-15 18:40:37;
ajout_ligne;Artstock;;;7;;LGR-34215;424.000000;;;264159.710000;2019-06-15 18:40:37;
ajout_ligne;;23;MT0002492;7;2;LGR-34215;12.00;623.02;0;7476.24;2019-06-15 18:40:38;
ajout_ligne;Artstock;;;4;;LGR-34215;141.000000;;;68204.940000;2019-06-15 18:40:38;
ajout_ligne;Artstock;;;4;;LGR-34215;153.000000;;;75681.180000;2019-06-15 18:40:38;
ajout_ligne;;23;MT0002492;7;2;10619;11.00;2317.06;0;25487.66;2019-06-15 19:39:10;
ajout_ligne;Artstock;;;7;;10619;17.000000;;;39390.020000;2019-06-15 19:39:10;
ajout_ligne;Artstock;;;7;;10619;6.000000;;;13902.360000;2019-06-15 19:39:10;
ajout_ligne;;23;MT0002492;7;2;10619;11.00;2317.06;0;25487.66;2019-06-15 19:39:10;
ajout_ligne;Artstock;;;4;;10619;5.000000;;;11585.300000;2019-06-15 19:39:10;
ajout_ligne;Artstock;;;4;;10619;16.000000;;;37072.960000;2019-06-15 19:39:10;
ajout_ligne;;23;MT0002492;7;2;120868;1.00;1275;0;1275;2019-06-15 19:39:19;
ajout_ligne;Artstock;;;7;;120868;1.000000;;;1275.000000;2019-06-15 19:39:19;
ajout_ligne;Artstock;;;7;;120868;.000000;;;.000000;2019-06-15 19:39:19;
ajout_ligne;;23;MT0002492;7;2;120868;1.00;1275;0;1275;2019-06-15 19:39:20;
ajout_ligne;Artstock;;;4;;120868;.000000;;;.000000;2019-06-15 19:39:20;
ajout_ligne;Artstock;;;4;;120868;1.000000;;;1275.000000;2019-06-15 19:39:20;
ajout_ligne;;23;MT0002492;7;2;10622;12.00;2163.64;0;25963.68;2019-06-15 19:40:38;
ajout_ligne;Artstock;;;7;;10622;29.000000;;;62745.560000;2019-06-15 19:40:38;
ajout_ligne;Artstock;;;7;;10622;17.000000;;;36781.880000;2019-06-15 19:40:38;
ajout_ligne;;23;MT0002492;7;2;10622;12.00;2163.64;0;25963.68;2019-06-15 19:40:38;
ajout_ligne;Artstock;;;4;;10622;9.000000;;;19472.670000;2019-06-15 19:40:38;
ajout_ligne;Artstock;;;4;;10622;21.000000;;;45436.350000;2019-06-15 19:40:38;
ajout_ligne;;23;MT0002492;7;2;10622;2.00;2163.64;0;4327.28;2019-06-15 19:41:15;
ajout_ligne;Artstock;;;7;;10622;17.000000;;;36781.880000;2019-06-15 19:41:15;
ajout_ligne;Artstock;;;7;;10622;15.000000;;;32454.600000;2019-06-15 19:41:15;
ajout_ligne;;23;MT0002492;7;2;10622;2.00;2163.64;0;4327.28;2019-06-15 19:41:15;
ajout_ligne;Artstock;;;4;;10622;21.000000;;;45436.350000;2019-06-15 19:41:15;
ajout_ligne;Artstock;;;4;;10622;23.000000;;;49763.630000;2019-06-15 19:41:15;
ajout_ligne;;23;MT0002492;7;2;360724;12.00;991.46;0;11897.52;2019-06-15 19:41:28;
ajout_ligne;Artstock;;;7;;360724;18.000000;;;17846.280000;2019-06-15 19:41:28;
